0.002626	0.775317
0.002837	0.933514
0.004832	0.238143
0.006054	0.296790
0.007280	0.703428
0.007517	0.974416
0.008400	0.986051
0.008573	0.532100
0.009291	0.699275
0.009517	0.515764
0.009526	0.485712
0.011326	0.106616
0.012525	0.017010
0.015440	0.961716
0.017371	0.469676
0.020978	0.756331
0.023609	0.428127
0.023637	0.559504
0.024649	0.237007
0.024826	0.009472
0.025903	0.290554
0.027014	0.371061
0.028498	0.525324
0.031980	0.201005
0.032477	0.281268
0.033696	0.049370
0.034922	0.663148
0.036330	0.486726
0.037841	0.990265
0.038113	0.256934
0.038340	0.575905
0.039206	0.256400
0.039385	0.439766
0.039780	0.064543
0.041832	0.554532
0.041913	0.189636
0.042951	0.065519
0.044513	0.903628
0.045656	0.121443
0.046150	0.472211
0.047641	0.317667
0.048655	0.147474
0.051518	0.546099
0.051748	0.585710
0.053084	0.658849
0.055588	0.161409
0.056290	0.579922
0.059568	0.749556
0.059857	0.661794
0.060405	0.355773
0.062748	0.909995
0.063334	0.259982
0.064047	0.245190
0.064822	0.290029
0.064826	0.878612
0.067232	0.708212
0.068961	0.258830
0.069625	0.226342
0.070105	0.994173
0.071672	0.792403
0.072722	0.616996
0.073228	0.128334
0.076311	0.118989
0.077188	0.464399
0.078458	0.877399
0.079053	0.967664
0.079540	0.297296
0.080264	0.942783
0.080371	0.425575
0.081159	0.091856
0.082447	0.116233
0.082530	0.643231
0.083484	0.572396
0.086619	0.983024
0.086650	0.382966
0.088763	0.925118
0.089499	0.389895
0.091049	0.191029
0.091620	0.220769
0.094356	0.357946
0.094477	0.143634
0.096287	0.065336
0.097279	0.520359
0.097974	0.336559
0.098044	0.666895
0.098500	0.991977
0.098712	0.663422
0.099205	0.754673
0.099797	0.510650
0.100410	0.767836
0.101433	0.778288
0.101988	0.641354
0.104162	0.869362
0.105424	0.498119
0.107947	0.962790
0.108033	0.229190
0.108760	0.489436
0.109039	0.925278
0.109209	0.627665
0.109985	0.739597
0.111034	0.737019
0.111403	0.549238
0.112615	0.593295
0.114854	0.386857
0.115155	0.675918
0.115355	0.783769
0.116506	0.121344
0.116614	0.959210
0.117255	0.479255
0.117348	0.720134
0.118562	0.610300
0.120586	0.312295
0.121475	0.660726
0.122160	0.777487
0.122496	0.492168
0.122990	0.764138
0.123396	0.856215
0.124158	0.829550
0.124526	0.251778
0.125929	0.457675
0.127280	0.367434
0.128565	0.310238
0.130719	0.653054
0.130942	0.297592
0.132107	0.689217
0.132303	0.736047
0.132359	0.073923
0.135172	0.850247
0.136553	0.904426
0.137626	0.420356
0.141364	0.804091
0.141890	0.413945
0.142310	0.785343
0.142495	0.261646
0.142971	0.749419
0.144524	0.198276
0.145811	0.825097
0.146221	0.945840
0.149121	0.335657
0.150773	0.261160
0.150926	0.095898
0.152293	0.380811
0.153214	0.402866
0.154460	0.109921
0.154501	0.665080
0.156418	0.526149
0.156893	0.540498
0.157081	0.836629
0.157146	0.544939
0.157898	0.154231
0.157923	0.834980
0.158946	0.868271
0.160308	0.870753
0.160947	0.564778
0.160990	0.021474
0.161044	0.261655
0.161833	0.751739
0.162121	0.866346
0.162933	0.025581
0.163116	0.906324
0.164078	0.881206
0.164125	0.946116
0.164839	0.562171
0.165858	0.234010
0.168465	0.585432
0.168914	0.144224
0.169400	0.669672
0.169512	0.061690
0.169608	0.481270
0.171468	0.474510
0.174096	0.455406
0.174959	0.017121
0.175097	0.319148
0.176795	0.181727
0.179776	0.561177
0.180800	0.967567
0.180822	0.358840
0.183176	0.064091
0.185513	0.428682
0.185901	0.922603
0.187081	0.669553
0.188581	0.379205
0.191657	0.042702
0.192431	0.853042
0.193393	0.117724
0.193727	0.747792
0.194109	0.198094
0.194192	0.186871
0.194636	0.520309
0.194758	0.847310
0.195654	0.364285
0.200093	0.937754
0.201486	0.088937
0.201658	0.433803
0.202224	0.609348
0.203399	0.047397
0.205809	0.505237
0.206119	0.593897
0.207313	0.826152
0.208268	0.720811
0.209690	0.533347
0.209997	0.040758
0.210812	0.774038
0.212606	0.580288
0.214379	0.678236
0.214619	0.784267
0.215292	0.083338
0.215502	0.489930
0.216150	0.633768
0.216528	0.615860
0.216586	0.309460
0.219135	0.753873
0.221765	0.590794
0.223547	0.482321
0.224258	0.162577
0.224642	0.424046
0.227811	0.178971
0.228020	0.911284
0.228128	0.613754
0.228931	0.970204
0.229344	0.614715
0.230639	0.885403
0.231421	0.962431
0.231728	0.533500
0.231730	0.692787
0.232193	0.485041
0.234123	0.263193
0.234245	0.807748
0.236414	0.908319
0.237274	0.781678
0.238088	0.826824
0.238449	0.737162
0.238963	0.162375
0.239270	0.080479
0.239779	0.414169
0.240237	0.197168
0.240462	0.349350
0.240923	0.302039
0.241698	0.931170
0.242136	0.035428
0.242427	0.531711
0.242571	0.625558
0.242848	0.955566
0.245214	0.438546
0.245771	0.554109
0.245832	0.453868
0.246973	0.212589
0.247323	0.386052
0.248336	0.192453
0.249498	0.276641
0.250239	0.492203
0.250822	0.475413
0.251813	0.066210
0.252278	0.584618
0.252681	0.225293
0.253564	0.310640
0.254098	0.886907
0.254738	0.053787
0.255788	0.891940
0.256575	0.935919
0.257135	0.215872
0.261537	0.166966
0.262108	0.356892
0.262368	0.288066
0.262663	0.930003
0.262705	0.681580
0.263953	0.459359
0.263976	0.083706
0.264596	0.140161
0.265117	0.231994
0.265878	0.474650
0.266578	0.545573
0.266869	0.559466
0.267665	0.393233
0.268146	0.358562
0.269359	0.131049
0.271543	0.737554
0.273263	0.928124
0.273949	0.602176
0.274542	0.333220
0.276318	0.946447
0.276821	0.715642
0.276829	0.534149
0.278350	0.562440
0.278831	0.664861
0.279936	0.577364
0.280318	0.405063
0.280380	0.089666
0.281279	0.086517
0.282582	0.670582
0.283288	0.297025
0.284665	0.409355
0.285594	0.408728
0.285639	0.832608
0.286290	0.857385
0.286814	0.289740
0.286894	0.056634
0.287762	0.096681
0.289096	0.956543
0.289986	0.256722
0.289996	0.894487
0.292251	0.849732
0.292964	0.195789
0.293261	0.356483
0.294872	0.914820
0.295763	0.508174
0.296745	0.587188
0.297091	0.331527
0.297924	0.521488
0.298491	0.646955
0.299458	0.253146
0.300335	0.346334
0.301360	0.499715
0.302453	0.894801
0.302557	0.342379
0.302731	0.845984
0.303489	0.324282
0.304235	0.401593
0.304748	0.454336
0.308102	0.568507
0.308127	0.265552
0.308556	0.675007
0.309100	0.250877
0.310108	0.854048
0.310595	0.365744
0.312324	0.964115
0.313820	0.422983
0.314652	0.708451
0.314987	0.490347
0.315449	0.669531
0.316577	0.952187
0.317007	0.887299
0.318989	0.569137
0.321759	0.166997
0.323541	0.618356
0.324695	0.474565
0.325385	0.767089
0.326376	0.321327
0.326786	0.159538
0.326899	0.246343
0.327033	0.790509
0.327362	0.547311
0.328675	0.530976
0.328741	0.540646
0.329162	0.672935
0.329554	0.447939
0.329952	0.121678
0.330258	0.578838
0.330388	0.122935
0.330599	0.793541
0.331379	0.055912
0.333136	0.471691
0.333376	0.513007
0.335058	0.459203
0.335550	0.003510
0.335677	0.339816
0.336132	0.033213
0.336916	0.991185
0.337319	0.345421
0.340084	0.237127
0.340640	0.901098
0.344673	0.938567
0.345135	0.345380
0.348000	0.007947
0.348199	0.368481
0.348257	0.278666
0.348313	0.447237
0.349177	0.763090
0.351001	0.143828
0.351327	0.725279
0.352722	0.543170
0.353942	0.454811
0.354231	0.963472
0.354992	0.944509
0.356579	0.309907
0.356873	0.495271
0.357849	0.492722
0.357912	0.459027
0.358060	0.992505
0.358537	0.979033
0.359340	0.642752
0.359789	0.277552
0.360491	0.119656
0.361204	0.608709
0.361798	0.932303
0.362102	0.485455
0.362665	0.675606
0.363226	0.971902
0.363644	0.861248
0.364024	0.962615
0.364626	0.878616
0.366798	0.960689
0.367062	0.068208
0.367897	0.024153
0.369141	0.259212
0.370133	0.665327
0.371403	0.080014
0.373331	0.842106
0.377636	0.961283
0.380104	0.362003
0.380157	0.430661
0.381130	0.230362
0.382018	0.701985
0.384522	0.370834
0.384610	0.671456
0.385316	0.763628
0.386124	0.161179
0.386419	0.705517
0.386565	0.204237
0.387233	0.542587
0.388260	0.391097
0.389636	0.507062
0.390038	0.466082
0.390832	0.625369
0.391365	0.491346
0.392442	0.295824
0.392819	0.026840
0.394344	0.103520
0.394552	0.806419
0.395775	0.944177
0.396425	0.568891
0.396848	0.277435
0.397200	0.484864
0.399733	0.747125
0.399905	0.138559
0.399945	0.335606
0.400240	0.593357
0.400247	0.323969
0.403812	0.330327
0.404520	0.064384
0.404574	0.072917
0.404579	0.604014
0.404980	0.648479
0.405015	0.221340
0.405811	0.903840
0.406694	0.015306
0.407603	0.753470
0.408194	0.512208
0.408901	0.548535
0.411121	0.307690
0.411726	0.840228
0.412302	0.730669
0.413300	0.109070
0.413588	0.964898
0.417739	0.550022
0.419972	0.896847
0.420198	0.409044
0.422241	0.018634
0.424752	0.661713
0.424933	0.396002
0.425726	0.831161
0.426708	0.821622
0.430049	0.052862
0.430459	0.576305
0.430956	0.367101
0.431029	0.522436
0.432256	0.741934
0.435386	0.173456
0.436474	0.554588
0.437189	0.963418
0.441664	0.911580
0.441895	0.866479
0.443146	0.745893
0.444537	0.789513
0.446106	0.071144
0.447232	0.962505
0.447349	0.081802
0.447598	0.421604
0.448994	0.510583
0.449553	0.012815
0.449686	0.112224
0.451305	0.347856
0.451473	0.180189
0.452772	0.541318
0.453162	0.502705
0.454323	0.407031
0.455392	0.856727
0.456020	0.157268
0.456200	0.630630
0.456256	0.848958
0.458550	0.515468
0.459634	0.770434
0.460437	0.651051
0.460624	0.666373
0.460789	0.839072
0.462227	0.053919
0.462909	0.099263
0.463697	0.084407
0.465298	0.885858
0.465945	0.202846
0.466042	0.066440
0.469857	0.986070
0.470149	0.394964
0.470410	0.585914
0.470995	0.732887
0.472657	0.163870
0.474380	0.716847
0.476346	0.800107
0.477406	0.015834
0.480057	0.623185
0.480420	0.129259
0.480796	0.849411
0.482888	0.300462
0.483016	0.793306
0.483162	0.349901
0.484496	0.010756
0.485768	0.187482
0.486798	0.716034
0.488114	0.422887
0.490106	0.080708
0.490121	0.028499
0.490165	0.021911
0.490208	0.633862
0.491856	0.381865
0.493410	0.790403
0.499992	0.239160
0.500496	0.661310
0.500831	0.152642
0.505808	0.874827
0.509300	0.862928
0.511096	0.118875
0.511936	0.328031
0.514153	0.023517
0.515028	0.774446
0.515156	0.845136
0.515820	0.462330
0.518159	0.334016
0.519661	0.089505
0.522714	0.523171
0.524969	0.809215
0.527148	0.696033
0.527589	0.682924
0.527981	0.216035
0.528012	0.761075
0.528778	0.282544
0.529120	0.215447
0.529751	0.279802
0.530490	0.114255
0.530747	0.083964
0.530977	0.032141
0.531851	0.163264
0.532667	0.644594
0.534175	0.039783
0.534199	0.571126
0.540536	0.444844
0.540679	0.480431
0.544388	0.338969
0.546013	0.094350
0.547017	0.006985
0.549251	0.681456
0.549364	0.097876
0.549942	0.909554
0.554822	0.130006
0.555575	0.530191
0.556479	0.766527
0.556610	0.574087
0.558017	0.071188
0.561504	0.739025
0.561705	0.391601
0.562069	0.797118
0.562561	0.463730
0.565413	0.184135
0.568372	0.462417
0.568752	0.272064
0.569182	0.976101
0.570776	0.104858
0.571581	0.179406
0.571607	0.661725
0.572024	0.383144
0.572042	0.906223
0.572395	0.473677
0.573776	0.305305
0.574506	0.734348
0.574543	0.350091
0.575386	0.365056
0.577096	0.239226
0.579802	0.652404
0.579911	0.912878
0.580001	0.807237
0.580400	0.906683
0.580991	0.468022
0.583301	0.720676
0.587037	0.870494
0.589118	0.945203
0.589274	0.063786
0.589786	0.050134
0.593244	0.741182
0.596204	0.049025
0.597121	0.730753
0.604317	0.286615
0.605468	0.264740
0.605534	0.677249
0.606264	0.255837
0.606374	0.337148
0.606737	0.591920
0.608991	0.306924
0.609842	0.843415
0.610111	0.606317
0.610577	0.857480
0.610594	0.091964
0.613033	0.155233
0.613506	0.701502
0.613583	0.806477
0.613846	0.724574
0.614233	0.534269
0.614258	0.386887
0.620250	0.541813
0.621857	0.790067
0.621941	0.894718
0.626981	0.543303
0.627569	0.898776
0.627752	0.522460
0.629600	0.587583
0.630135	0.414001
0.630899	0.178763
0.631063	0.125807
0.631497	0.965822
0.631504	0.705746
0.631985	0.206837
0.633190	0.529823
0.633632	0.920391
0.634349	0.430011
0.634908	0.455916
0.634984	0.838808
0.635489	0.390890
0.636103	0.651649
0.636417	0.238170
0.637438	0.963165
0.638178	0.216490
0.638523	0.483995
0.639356	0.418288
0.639474	0.694338
0.639908	0.028246
0.640575	0.453991
0.642340	0.346030
